,en_curid,name,numlangs,birthcity,birthstate,countryName,countryCode,countryCode3,LAT,LON,continentName,birthyear,gender,occupation,industry,domain,TotalPageViews,L_star,StdDevPageViews,PageViewsEnglish,PageViewsNonEnglish,AverageViews,HPI
1400,28330,Saul the King,47,Gibeah,,JORDAN,JO,JOR,31.823371999999996,35.23115,Asia,-1079,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,3113531,7.515377601,15961.24983,1548233,1565298,66245.34043,26.92453066
1551,33684,William Butler Yeats,74,Sandymount,,Ireland,IE,IRL,53.3252,-6.2069,Europe,1865,Male,WRITER,LANGUAGE,HUMANITIES,3108838,11.44077413,22136.54887,1314612,1794226,42011.32432,25.41416786
3145,81480,Pedro I of Brazil,44,Lisbon,,Portugal,PT,PRT,38.7506,-9.2587,Europe,1798,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3107732,3.0796020210000004,20747.39537,709904,2397828,70630.27273,24.20572196
5557,259069,Henning Mankell,34,Stockholm,,SWEDEN,SE,SWE,59.329443999999995,18.068610999999997,Europe,1948,Male,WRITER,LANGUAGE,HUMANITIES,3107066,8.940048631,9957.151298,662434,2444632,91384.29412,24.18968192
1821,42874,Elia Kazan,45,Istanbul,,Turkey,TR,TUR,41.012240000000006,28.976018,Asia,1909,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,3106602,6.595684788,10645.9942,1733786,1372816,69035.6,24.57510762
8337,870045,Ayaan Hirsi Ali,36,Mogadishu,,SOMALIA,SO,SOM,2.0333330000000003,45.35,Africa,1969,Female,PHILOSOPHER,PHILOSOPHY,HUMANITIES,3098782,4.534121793,12090.29466,2047099,1051683,86077.27777999999,19.246178
1421,29074,Sun Myung Moon,28,North Pyongan,,North Korea,KP,PRK,40.1,124.4,Asia,1920,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,3097335,5.8159548260000005,52231.96173,1577703,1519632,110619.1071,22.40230427
4706,190448,Horst Köhler,72,Skierbieszów,,POLAND,PL,POL,50.851667,23.365278,Europe,1943,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3095783,7.640568845,40142.81322,711203,2384580,42996.986110000005,24.12799985
7406,549681,Alois Hitler,30,Waldviertel,,AUSTRIA,AT,AUT,48.516667,15.25,Europe,1837,Male,PUBLIC WORKER,GOVERNMENT,INSTITUTIONS,3094697,6.763157207999999,8261.182707,1534476,1560221,103156.5667,24.95195245
7870,679825,Dražen Petrović,34,Šibenik,,CROATIA,HR,HRV,43.735,15.890556,Europe,1964,Male,BASKETBALL PLAYER,TEAM SPORTS,SPORTS,3086457,6.166358716,33320.87829,1652362,1434095,90778.14706,19.58079731
5810,295929,Hamad bin Khalifa,40,Doha,,QATAR,QA,QAT,25.286667,51.533333,Asia,1952,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3084091,6.587581139,47395.45727,1273692,1810399,77102.275,21.56159763
11104,24053598,David Alaba,30,Vienna,,AUSTRIA,AT,AUT,48.2,16.366667,Europe,1992,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3076766,6.196435411,58554.43433,1159622,1917144,102558.8667,14.57268881
7879,683945,Louis van Gaal,34,Amsterdam,,NETHERLANDS,NL,NLD,52.366667,4.9,Europe,1951,Male,COACH,TEAM SPORTS,SPORTS,3070901,8.345475992999999,29444.8947,927712,2143189,90320.61765,22.43066622
11275,30875988,Farah Pahlavi,27,Tehran,,Iran,IR,IRN,35.696111,51.423056,Asia,1938,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,3070600,6.69040435,26666.45697,1441005,1629595,113725.9259,23.08431826
3459,102274,Princess Máxima of the Netherlands,30,Buenos Aires,,Argentina,AR,ARG,-34.603333,-58.38166700000001,South America,1971,Female,COMPANION,COMPANIONS,PUBLIC FIGURE,3064498,6.354380479,65488.1846,1042964,2021534,102149.9333,18.03497089
10562,11694488,Lucas Barrios,27,Buenos Aires,,Argentina,AR,ARG,-34.45,-58.61666700000001,South America,1984,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3064330,7.774001159,30231.463880000003,961293,2103037,113493.7037,16.81939741
3586,133392,Johann Strauss II,61,Vienna,,Austria,AT,AUT,48.2025,16.348056,Europe,1825,Male,COMPOSER,MUSIC,ARTS,3059753,7.064924355,10413.28918,1617370,1442383,50159.88525,25.43145832
8420,914828,Hakan Şükür,38,Adapazarı,,TURKEY,TR,TUR,40.783333,30.4,Asia,1971,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3049982,6.421372776,14949.9528,641408,2408574,80262.68421,19.92943893
4771,194455,Ole Gunnar Solskjær,37,Kristiansund,,NORWAY,NO,NOR,63.110278,7.727778,Europe,1973,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3048106,6.2472732970000004,20178.35735,1754460,1293646,82381.24324,18.63228688
2426,58418,Zbigniew Brzezinski,37,Warsaw,,POLAND,PL,POL,52.233333,21.016667,Europe,1928,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3042943,3.596978347,10004.27,2255653,787290,82241.7027,23.11296177
3708,145236,Yves Saint-Laurent,47,Oran,,ALGERIA,DZ,DZA,35.696944,-0.6330560000000001,Africa,1936,Male,FASHION DESIGNER,DESIGN,ARTS,3040218,11.39894498,34481.563760000005,132986,2907232,64685.48936,24.50236725
10510,10141146,Stevan Jovetić,28,Podgorica,,,ME,MNE,42.441286,19.262892,Europe,1989,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3034623,5.7320084929999995,42879.776560000006,1464665,1569958,108379.3929,15.04865866
10009,4442738,Mark Cavendish,33,Isle of Man,,Isle of Man,IM,IMN,54.14521,-4.48172,Europe,1985,Male,CYCLIST,INDIVIDUAL SPORTS,SPORTS,3033701,5.083093258,64003.582460000005,1804816,1228885,91930.33333,15.12965625
4705,190445,Gloria Macapagal-Arroyo,60,Manila,,PHILIPPINES,PH,PHL,14.6,121.03,Asia,1947,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,3033062,4.283135344,17963.82874,1999483,1033579,50551.03333,22.70063805
5916,305910,Eduardo Galeano,31,Montevideo,,URUGUAY,UY,URY,-34.883611,-56.181943999999994,South America,1940,Male,WRITER,LANGUAGE,HUMANITIES,3027633,3.7850227010000004,17815.64027,478428,2549205,97665.58065,23.47003702
2023,46605,Demosthenes,51,Athens,,Greece,GR,GRC,37.966667,23.716667,Europe,-384,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3024081,9.310331532000001,10244.26654,1159436,1864645,59295.705879999994,27.62601689
10761,18247304,Edward Said,41,Jerusalem,,Israel,IL,ISR,31.783333000000002,35.216667,Asia,1935,Male,WRITER,LANGUAGE,HUMANITIES,3016305,4.990654658,9066.539472,1947602,1068703,73568.41463,23.87632767
1161,24086,Protagoras,49,Abdera,,Greece,GR,GRC,40.95,24.983333,Europe,-490,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,3011833,11.04341272,11049.32523,654406,2357427,61465.979589999995,27.94272569
10067,4901752,Mirko Vučinić,39,Nikšić,,,ME,MNE,42.78,18.94,Europe,1983,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3008671,6.499675445,30048.90397,1100124,1908547,77145.41026,17.06608768
7600,605233,Andrés Escobar,33,Medellín,,Colombia,CO,COL,6.2308330000000005,-75.590556,South America,1967,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3008305,5.900308556000001,37229.71691,1549364,1458941,91160.75757999999,18.91330182
418,10286,Enver Hoxha,50,Gjirokastër,,ALBANIA,AL,ALB,40.066666999999995,20.133333,Europe,1908,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3006925,10.830225099999998,10407.13659,1299645,1707280,60138.5,25.39141397
10572,11914827,Mario Mandžukić,42,Slavonski Brod,,CROATIA,HR,HRV,45.166667,18.016667,Europe,1986,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3002380,8.045676064,71535.97752,1303981,1698399,71485.2381,15.8628816
635,14317,Hergé,50,Etterbeek,,BELGIUM,BE,BEL,50.833333,4.383333,Europe,1907,Male,COMIC ARTIST,DESIGN,ARTS,2997849,8.598577548,22622.4971,1005303,1992546,59956.98,24.54254313
3926,152687,Alberto Santos-Dumont,30,Santos Dumont,,BRAZIL,BR,BRA,-21.456667000000003,-43.5525,South America,1873,Male,INVENTOR,INVENTION,SCIENCE & TECHNOLOGY,2995065,3.38131904,25010.59485,531689,2463376,99835.5,23.40990366
9452,2129433,Júlio Baptista,35,São Paulo,,BRAZIL,BR,BRA,-23.55,-46.633333,South America,1981,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,2990436,8.649334086,18845.05789,1103272,1887164,85441.02857000001,18.02510236
5870,301839,Fahd of Saudi Arabia,46,Riyadh,,SAUDI ARABIA,SA,SAU,24.633333,46.716667,Asia,1921,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,2989540,4.885191559,24111.36497,1320670,1668870,64990.0,23.54781357
11060,23552524,Eusébio,51,Maputo,,MOZAMBIQUE,MZ,MOZ,-25.966667,32.583333,Africa,1942,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,2989477,11.190708099999998,20584.14529,1029979,1959498,58617.196079999994,24.61164835
9596,2429872,Alexandre Song,43,Douala,,CAMEROON,CM,CMR,4.05,9.7,Africa,1987,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,2988720,6.725763436,61982.368220000004,1588253,1400467,69505.11628,15.48305184
3271,88401,Víctor Jara,36,Lonquén,,CHILE,CL,CHL,-33.711389000000004,-70.854722,South America,1932,Male,SINGER,MUSIC,ARTS,2983698,4.902591153,17261.28236,504190,2479508,82880.5,23.94256517
910,18710,Luke the Evangelist,57,Antakya,,Turkey,TR,TUR,36.2,36.15,Asia,31,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,2983370,9.966530156000001,16971.52794,980362,2003008,52339.82456,27.22142058
2409,57731,Leopold II of Belgium,52,Brussels,,Belgium,BE,BEL,50.85,4.35,Europe,1835,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,2980980,5.9049903729999995,14298.549680000002,1539716,1441264,57326.53846,24.70912247
8699,1102876,Viktor Yushchenko,71,Khoruzhivka,,UKRAINE,UA,UKR,50.912,33.8146,Europe,1954,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,2978705,10.00351569,17976.5691,1284766,1693939,41953.59155,23.11158518
1405,28413,Septimius Severus,61,Leptis Magna,,Libya,LY,LBY,32.639167,14.290556,Africa,145,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,2978333,11.45794775,9917.087645,1203160,1775173,48825.13115,27.8007989
7809,656544,Masiela Lusha,77,Tirana,,ALBANIA,AL,ALB,41.326,19.816,Europe,1985,Female,ACTOR,FILM AND THEATRE,ARTS,2976937,1.328414503,14484.05405,2873152,103785,38661.51948,13.6304815
3231,86175,Mohammed Omar,38,Kandahar,,Afghanistan,AF,AFG,,,Asia,1959,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,2973333,5.368294559,26507.633830000002,1885794,1087539,78245.60526,20.25259375
260,6542,Czesław Miłosz,67,Šeteniai,,LITHUANIA,LT,LTU,55.394721999999994,24.032778,Europe,1911,Male,WRITER,LANGUAGE,HUMANITIES,2967783,4.328189818,15424.790490000001,427869,2539914,44295.26866,24.73662385
7154,476992,Mercedes Sosa,34,Tucumán,,Argentina,AR,ARG,-26.816667,-65.216667,South America,1935,Female,SINGER,MUSIC,ARTS,2966569,5.432262183,52164.1131,575039,2391530,87252.02941,22.81296163
2331,54132,Olof Palme,59,Östermalm borough,,Sweden,SE,SWE,,,Europe,1927,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,2963851,11.47519538,16981.53956,832995,2130856,50234.76271,25.18834369
4711,191325,Erich von Däniken,34,Zofingen,,SWITZERLAND,CH,CHE,47.283333,7.933333,Europe,1935,Male,WRITER,LANGUAGE,HUMANITIES,2963744,8.471358077,12097.63567,1129244,1834500,87168.94118,24.45256745
10912,20314501,Rachel,36,Paddan Aram,,Iraq,IQ,IRQ,,,Asia,-3500,Female,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,2962282,5.80459682,8501.519329,1663946,1298336,82285.61111,27.20987823
5025,213362,Wong Kar-wai,30,Shanghai,,China,CN,CHN,31.2,121.5,Asia,1958,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,2959035,7.73610034,14657.59179,1258668,1700367,98634.5,21.57226644
392,9902,Esther,29,Susa,,Iran,IR,IRN,32.190556,48.257778,Asia,-1000,Female,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,2951867,2.609403511,10464.78197,2360111,591756,101788.5172,24.76127112
1482,31459,Thomas the Apostle,57,Galilee,,Israel,IL,ISR,32.76,35.527,Asia,100,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,2943946,5.365625744,13624.223380000001,1741496,1202450,51648.17544,26.27273723
4250,164992,Juan Pablo Montoya,40,Bogotá,,COLOMBIA,CO,COL,4.598056,-74.07583299999999,South America,1975,Male,RACECAR DRIVER,INDIVIDUAL SPORTS,SPORTS,2925844,7.658861356,10511.92965,1267462,1658382,73146.1,19.45079233
6802,407748,Vanessa-Mae,34,Singapore,,Singapore,SG,SGP,1.3,103.8,Asia,1978,Female,MUSICIAN,MUSIC,ARTS,2914400,8.43726308,13841.80444,1281751,1632649,85717.64706,18.60243422
1933,44903,Ástor Piazzolla,47,Mar del Plata,,ARGENTINA,AR,ARG,-38.0,-57.55,South America,1921,Male,COMPOSER,MUSIC,ARTS,2913501,9.29496422,11279.294679999999,640661,2272840,61989.382979999995,25.25541796
7668,616517,Haile Gebrselassie,47,Asella,,ETHIOPIA,ET,ETH,7.95,39.116667,Africa,1973,Male,ATHLETE,INDIVIDUAL SPORTS,SPORTS,2910944,7.20236662,25176.5775,1473408,1437536,61934.97872000001,18.85190062
1236,24427,"Victoria, Crown Princess of Sweden",44,Stockholm,,Sweden,SE,SWE,59.352222,18.032222,Europe,1977,Female,NOBLEMAN,GOVERNMENT,INSTITUTIONS,2903302,7.877785912999999,45780.13843,93442,2809860,65984.13636,18.29778892
1791,42127,Christiaan Huygens,76,The Hague,,NETHERLANDS,NL,NLD,52.083333,4.316667,Europe,1629,Male,PHYSICIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2898636,12.68427401,10482.56752,926566,1972070,38139.94737,27.00378766
8698,1102633,Gabriel Heinze,42,Crespo,,ARGENTINA,AR,ARG,-32.033333,-60.316667,South America,1978,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,2898231,8.491347043,19316.22292,1066266,1831965,69005.5,18.596502899999997
5960,310344,Jorge Rafael Videla,41,Buenos Aires,,Argentina,AR,ARG,-34.65,-59.433333,South America,1925,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,2894243,6.367244544,54442.22404,670866,2223377,70591.29268,23.10566518
883,18024,Li Bai,102,Suyab,,China,CN,CHN,,,Asia,701,Male,WRITER,LANGUAGE,HUMANITIES,2893988,13.13469868,11831.79336,980369,1913619,28372.43137,28.06644745
9587,2401131,Diego Lugano,37,Canelones,,URUGUAY,UY,URY,-34.516667,-56.283333,South America,1980,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,2883365,8.019344912000001,33856.87637,851350,2032015,77928.78378,17.62170095
1655,37799,Thor Heyerdahl,54,Larvik,,NORWAY,NO,NOR,59.081111,10.016389,Europe,1914,Male,EXPLORER,EXPLORERS,EXPLORATION,2882019,10.04319695,19581.32365,1215042,1666977,53370.722219999996,24.65208422
1056,22702,Origen,49,Egypt,,Egypt,EG,EGY,31.2,29.916666999999997,Africa,182,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,2881851,8.302591757,8357.885103,1378851,1503000,58813.285710000004,27.21688627
7278,511002,Nwankwo Kanu,33,Owerri,,Nigeria,NG,NGA,5.485,7.035,Africa,1976,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,2878018,5.315069053999999,9845.012137,1722760,1155258,87212.66667,18.41855487
6338,350061,Stanisław August Poniatowski,33,Voŭčyn,,Belarus,BY,BLR,,,Europe,1732,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,2876682,3.716193992,14734.99881,349667,2527015,87172.18182,24.61647124
7602,605735,Johann Heinrich Pestalozzi,43,Zürich,,Switzerland,CH,CHE,47.366667,8.55,Europe,1746,Male,SOCIAL ACTIVIST,ACTIVISM,PUBLIC FIGURE,2875599,8.649434478,9865.23851,389275,2486324,66874.39535,26.07369074
5182,228111,Antonio José de Sucre,40,Cumaná,,VENEZUELA,VE,VEN,10.456389,-64.1675,South America,1795,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,2872336,2.198604829,28884.782560000003,234112,2638224,71808.4,23.46931102
3595,139098,Toshiro Mifune,109,Qingdao,,China,CN,CHN,36.066666999999995,120.38333300000001,Asia,1920,Male,ACTOR,FILM AND THEATRE,ARTS,2872030,5.595904199,17277.54315,559744,2312286,26348.899080000003,25.17341011
4481,175040,Al-Farabi,52,Otrar,,Kazakhstan,KZ,KAZ,42.8525,68.302778,Asia,870,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,2870185,9.809684783,19767.50469,585944,2284241,55195.865379999996,26.6568893
9217,1679191,Mauro Camoranesi,39,Tandil,,ARGENTINA,AR,ARG,-37.316666999999995,-59.13333299999999,South America,1976,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,2865705,8.286211189,20001.36186,878359,1987346,73479.61537999999,18.85900927
7903,694597,Thích Quảng Đức,31,Hội Khánh,,Vietnam,VN,VNM,12.766667,109.3,Asia,1897,Male,SOCIAL ACTIVIST,ACTIVISM,PUBLIC FIGURE,2865241,6.2421021329999995,31036.56015,1504328,1360913,92427.12903,23.06653682
6626,392979,Jan Matejko,39,Kraków,,Poland,PL,POL,50.061389,19.938333,Europe,1838,Male,PAINTER,FINE ARTS,ARTS,2860959,2.459263779,23677.30313,271870,2589089,73357.92308,23.57357499
6381,356058,Johannes Heesters,43,Amersfoort,,NETHERLANDS,NL,NLD,52.15,5.383333,Europe,1903,Male,ACTOR,FILM AND THEATRE,ARTS,2860145,2.334056759,43756.8637,290489,2569656,66515.0,22.66208342
7025,444872,Miklós Fehér,26,Tatabánya,,Hungary,HU,HUN,47.58616,18.39485,Europe,1979,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,2860059,7.476594271000001,18976.480059999998,1186725,1673334,110002.2692,17.73980789
9557,2354070,Park Geun-hye,47,Daegu,,South Korea,KR,KOR,,,Asia,1952,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,2856879,6.7116676239999995,89197.04541,816613,2040266,60784.65957,21.1522112
5409,246843,Pedro Álvares Cabral,47,Belmonte,,Portugal,PT,PRT,,,Europe,1467,Male,EXPLORER,EXPLORERS,EXPLORATION,2853623,5.720779702000001,16280.36959,809287,2044336,60715.382979999995,25.56093339
94,1748,Anaximenes of Miletus,62,Miletus,,Turkey,TR,TUR,37.530278,27.278333,Asia,-585,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,2846623,7.643850001000001,18297.70149,264257,2582366,45913.27419,27.36729233
11015,22299320,Bérénice Bejo,30,Buenos Aires,,Argentina,AR,ARG,-34.603333,-58.38166700000001,South America,1976,Female,ACTOR,FILM AND THEATRE,ARTS,2846258,4.086846543,93252.68037,1180043,1666215,94875.26667000001,16.16725866
5493,253764,Marc-Vivien Foé,31,Yaoundé,,CAMEROON,CM,CMR,3.8666669999999996,11.516667,Africa,1975,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,2841123,7.5830648,22930.06274,1245449,1595674,91649.12903,18.33808633
3206,84569,Marguerite Duras,40,Ho Chi Minh City,,Vietnam,VN,VNM,10.75,106.66666699999999,Asia,1914,Female,WRITER,LANGUAGE,HUMANITIES,2837656,7.654714567999999,8333.857869,665670,2171986,70941.4,25.18377306
10316,7258728,Mika,41,Beirut,,LEBANON,LB,LBN,33.886944,35.513056,Asia,1983,Male,MUSICIAN,MUSIC,ARTS,2836446,6.065963116,31892.024610000004,360558,2475888,69181.60976,17.18881971
1018,21269,Nasreddin,48,Konya,,Turkey,TR,TUR,39.45,31.537778000000003,Asia,1208,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,2832489,7.755585598,16381.09005,485051,2347438,59010.1875,26.29098925
132,2176,Ahmed Shah Massoud,43,Panjshīr Province,,Afghanistan,AF,AFG,,,Asia,1953,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,2830739,6.989962291,16949.15846,1279147,1551592,65831.13953,22.32674999
2212,51250,Wojciech Jaruzelski,51,Kurów,,POLAND,PL,POL,51.4,22.183332999999998,Europe,1923,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,2828380,5.0096565769999994,19607.82709,461031,2367349,55458.431370000006,24.16126531
5231,232595,Mahmoud Abbas,59,Safed,,Israel,IL,ISR,32.965833,35.498333,Asia,1935,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,2824794,8.901890725,19600.44268,1366067,1458727,47877.86441,24.29354939
4017,156589,Alexander Lukashenko,73,Kopys,,BELARUS,BY,BLR,54.32444399999999,30.291666999999997,Europe,1954,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,2824790,12.3450207,25475.47163,1063905,1760885,38695.75342,22.98673937
10852,19323190,Dayana Mendoza,28,Caracas,,VENEZUELA,VE,VEN,10.5,-66.916667,South America,1986,Female,MODEL,MEDIA PERSONALITY,PUBLIC FIGURE,2824608,3.551290635,49846.93763,1769028,1055580,100878.8571,14.46420484
1316,25945,Rem Koolhaas,38,Rotterdam,,NETHERLANDS,NL,NLD,51.916667,4.5,Europe,1944,Male,ARCHITECT,DESIGN,ARTS,2823768,8.295223862,8395.310692000001,1169342,1654426,74309.68421,24.52512386
8877,1275990,Martín Palermo,31,La Plata,,ARGENTINA,AR,ARG,-34.921110999999996,-57.954443999999995,South America,1973,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,2819441,5.5344923470000005,30097.35427,678193,2141248,90949.70968,18.36032673
24,1006,Aaron,59,Other,,Egypt,EG,EGY,,,Africa,-1400,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,2819250,6.451532299999999,9444.915640000001,1587626,1231624,47783.898310000004,27.60209372
7280,511809,Jay-Jay Okocha,30,Enugu,,Nigeria,NG,NGA,6.452667,7.510333,Africa,1973,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,2818719,7.326806901,9546.896197,1264950,1553769,93957.3,19.43533668
11307,33482790,Saint Stephen,52,Other,,Unknown,UNK,,,,,1,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,2817450,7.219660739,27337.11213,1432747,1384703,54181.73077,25.91493139
177,3246,Anthony the Great,50,Bani Sweif,,Egypt,EG,EGY,29.085556,30.934444,Africa,251,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,2816838,10.48402355,24705.36296,914360,1902478,56336.76,26.57172624
8734,1129854,Khalifa bin Zayed Al Nahyan,41,Al Ain,,UNITED ARAB EMIRATES,AE,ARE,24.2075,55.744721999999996,Asia,1948,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,2811876,4.934618572,16671.44075,1679389,1132487,68582.34146,22.39791621
9729,2841881,Sulley Muntari,37,Konongo,,GHANA,GH,GHA,6.616667,-1.216667,Africa,1984,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,2809544,6.313244448,25450.04462,1298519,1511025,75933.62162,16.68110792
10204,5811912,Thomas Vermaelen,41,Antwerp,,BELGIUM,BE,BEL,51.316666999999995,4.433333,Europe,1985,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,2806614,5.970527157,27898.43049,1645385,1161229,68454.0,16.20357174
4417,171776,Mohamed ElBaradei,54,Cairo,,EGYPT,EG,EGY,30.05,31.233333000000002,Africa,1942,Male,DIPLOMAT,GOVERNMENT,INSTITUTIONS,2806353,7.424752614,52534.15548,1064100,1742253,51969.5,23.14087803
10421,8285608,Melchizedek,32,Other,,Unknown,UNK,UNK,,,Unknown,-3500,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,2804742,6.132916594,12413.26,1473926,1330816,87648.1875,26.73865558
511,12309,Goran Bregović,37,Sarajevo,,BOSNIA AND HERZEGOVINA,BA,BIH,43.866667,18.416667,Europe,1950,Male,COMPOSER,MUSIC,ARTS,2803980,11.64039769,9007.445189,755254,2048726,75783.24324,24.05084569
10901,19939617,Lenka,30,Bega,,AUSTRALIA,AU,AUS,-36.666667,149.833333,Oceania,1978,Female,SINGER,MUSIC,ARTS,2803007,2.272375179,44796.03872,2360239,442768,93433.56667,14.64712793
7019,442964,Bruno Ganz,29,Seebach,,SWITZERLAND,CH,CHE,47.383333,8.55,Europe,1941,Male,ACTOR,FILM AND THEATRE,ARTS,2802624,6.803206154,11655.64768,1037090,1765534,96642.2069,23.95947052
9276,1765000,Alexandra Maria Lara,26,Bucharest,,ROMANIA,RO,ROU,44.4325,26.103889000000002,Europe,1978,Female,ACTOR,FILM AND THEATRE,ARTS,2799465,4.629066014,13467.119059999999,1028679,1770786,107671.7308,17.80229364
10270,6631212,Branislav Ivanović,44,Sremska Mitrovica,,SERBIA,RS,SRB,44.983333,19.616667,Europe,1984,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,2797294,6.496138547999999,21214.59514,1599403,1197891,63574.863639999996,16.82837056
494,11958,George Berkeley,61,Kilkenny,,IRELAND,IE,IRL,52.6477,-7.2561,Europe,1685,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,2796987,8.777646812999999,9111.840012999999,1181115,1615872,45852.2459,26.20730079
4629,184236,Ibn Saud of Saudi Arabia,46,Riyadh,,SAUDI ARABIA,SA,SAU,24.633333,46.716667,Asia,1880,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,2795585,5.356879306000001,28672.768560000004,808834,1986751,60773.58696,23.83985811
10253,6433331,Mohamed Farah,28,Mogadishu,,SOMALIA,SO,SOM,2.0333330000000003,45.35,Africa,1983,Male,ATHLETE,INDIVIDUAL SPORTS,SPORTS,2790213,1.836083446,149796.8431,2492692,297521,99650.46429,11.93016603
9629,2530367,Mahamadou Diarra,32,Bamako,,MALI,ML,MLI,12.65,-8.0,Africa,1981,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,2787351,7.627858842999999,17380.11245,1186577,1600774,87104.71875,17.65582373
9869,3483095,João Moutinho,31,Portimão,,PORTUGAL,PT,PRT,37.136944,-8.538333,Europe,1986,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,2786957,6.240906204,43601.29713,1213481,1573476,89901.83871,15.64944953
9990,4319518,Rodrigo Palacio,27,Bahía Blanca,,Argentina,AR,ARG,-38.716667,-62.266667000000005,South America,1982,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,2784963,6.151237937,31094.350110000003,843325,1941638,103146.7778,16.71549992
